date,quantity,price,ticker,cusip
2022-09-27,28845,6.37,BBBY,075896100
2022-09-28,7053,6.38,BBBY,075896100
2022-09-29,8989,6.46,BBBY,075896100
2022-09-30,14080,6.19,BBBY,075896100
2022-10-03,72160,6.09,BBBY,075896100
2022-10-04,35859,5.99,BBBY,075896100
2022-10-05,14000,6.53,BBBY,075896100
2022-10-06,19917,5.97,BBBY,075896100
2022-10-07,29562,5.87,BBBY,075896100
2022-10-11,22131,5.30,BBBY,075896100
2022-10-12,2556,5.05,BBBY,075896100
2022-10-13,75978,5.28,BBBY,075896100
2022-10-17,28841,4.93,BBBY,075896100
2022-10-18,19619,5.17,BBBY,075896100
2022-10-19,51517,5.29,BBBY,075896100
2022-10-20,105941,5.00,BBBY,075896100
2022-10-21,32914,5.05,BBBY,075896100
2022-10-24,45482,4.67,BBBY,075896100
2022-10-25,85206,4.26,BBBY,075896100
2022-10-26,221861,5.29,BBBY,075896100
2022-10-27,82172,5.00,BBBY,075896100
2022-10-28,59670,4.98,BBBY,075896100
2022-10-31,154042,4.59,BBBY,075896100
2022-11-01,58343,4.57,BBBY,075896100
2022-11-02,62208,4.41,BBBY,075896100
2022-11-03,97,4.04,BBBY,075896100
2022-11-04,45682,4.02,BBBY,075896100
2022-11-07,152847,3.98,BBBY,075896100
2022-11-08,14948,3.95,BBBY,075896100
2022-11-09,22682,4.00,BBBY,075896100
2022-11-10,53036,3.54,BBBY,075896100
2022-11-14,648936,3.95,BBBY,075896100
2022-11-15,2167696,3.74,BBBY,075896100
2022-11-16,1628170,3.73,BBBY,075896100
2022-11-17,6816,3.49,BBBY,075896100
2022-11-18,116764,3.45,BBBY,075896100
2022-11-21,107292,3.38,BBBY,075896100
2022-11-22,84703,3.11,BBBY,075896100
2022-11-23,167385,3.18,BBBY,075896100
2022-11-25,79716,3.33,BBBY,075896100
2022-11-28,24211,3.24,BBBY,075896100
2022-11-29,3570,3.04,BBBY,075896100
2022-11-30,144406,3.18,BBBY,075896100
2022-12-02,36733,3.54,BBBY,075896100
