date,quantity
2016-04-15,13231
2016-04-18,38789
2016-04-19,41356
2016-04-20,10796
2016-04-21,9800
2016-04-22,24804
2016-04-25,27838
2016-04-26,28646
2016-04-27,6689
2016-04-28,62405
2016-04-29,75254
2016-05-02,34486
2016-05-03,53323
2016-05-04,22089
2016-05-05,5467
2016-05-06,2406
2016-05-09,13
2016-05-10,1753
2016-05-11,1706
2016-05-12,631
2016-05-13,300
2016-05-16,1383
2016-05-17,1008
2016-05-18,9634
2016-05-19,1279
2016-05-20,42737
2016-05-23,6308
2016-05-24,19136
2016-05-25,524
2016-05-26,26505
2016-05-27,18015
2016-05-31,50
2016-06-01,20172
2016-06-02,902
2016-06-03,2077
2016-06-06,177
2016-06-07,219
2016-06-08,10194
2016-06-09,2231
2016-06-10,4646
2016-06-13,20
2016-06-14,114
2016-06-16,100
2016-06-17,15
2016-06-20,840
2016-06-22,42158
2016-06-23,28474
2016-06-24,58406
2016-06-27,246502
2016-06-28,228110
2016-06-29,54544
2016-06-30,333322
2016-07-01,159798
2016-07-05,249896
2016-07-06,236576
2016-07-07,232274
2016-07-08,51724
2016-07-11,84493
2016-07-12,172996
2016-07-13,86789
2016-07-14,23553
2016-07-15,54644
2016-07-18,147549
2016-07-19,125786
2016-07-20,37402
2016-07-21,98912
2016-07-22,76036
2016-07-25,76157
2016-07-26,69838
2016-07-27,39031
2016-07-28,87469
2016-07-29,96852
2016-08-01,48047
2016-08-02,124870
2016-08-03,30519
2016-08-04,16429
2016-08-05,30462
2016-08-08,42885
2016-08-09,42850
2016-08-10,8250
2016-08-11,55082
2016-08-12,15670
2016-08-15,43402
2016-08-16,21946
2016-08-17,16624
2016-08-18,32623
2016-08-19,25249
2016-08-22,15403
2016-08-23,110
2016-08-24,377013
2016-08-25,103646
2016-08-26,39426
2016-08-29,4086
2016-08-30,8382
2016-08-31,398
2016-09-01,22501
2016-09-02,3286
2016-09-06,20840
2016-09-07,63801
2016-09-08,115
2016-09-09,5267
2016-09-12,5266
2016-09-13,73792
2016-09-14,173024
2016-09-15,40196
2016-09-16,345571
2016-09-19,384616
2016-09-20,512788
2016-09-21,656760
2016-09-22,755245
2016-09-23,772695
2016-09-26,365322
2016-09-27,102003
2016-09-28,57809
2016-09-29,154039
2016-09-30,268993
2016-10-03,136314
2016-10-04,5233
2016-10-05,423764
2016-10-06,98424
2016-10-07,54733
2016-10-11,15745
2016-10-12,67535
2016-10-13,784
2016-10-14,47995
2016-10-17,400
2016-10-18,1861
2016-10-21,16144
2016-10-24,19715
2016-10-25,277043
2016-10-26,127251
2016-10-27,87282
2016-10-28,813
2016-10-31,4216
2016-11-01,235
2016-11-02,4254
2016-11-03,4776
2016-11-04,1756
2016-11-07,53
2016-11-08,25999
2016-11-09,5728
2016-11-10,12347
2016-11-14,40048
2016-11-15,110503
2016-11-16,5636
2016-11-17,77632
2016-11-18,33178
2016-11-21,37509
2016-11-22,63533
2016-11-23,30401
2016-11-25,15806
2016-11-28,64694
2016-11-29,1820
2016-11-30,14599
2016-12-01,113566
2016-12-02,21093
2016-12-05,33466
2016-12-06,27308
2016-12-07,41979
2016-12-08,9892
2016-12-09,25822
2016-12-12,66629
2016-12-13,20024
2016-12-14,31794
2016-12-15,11892
2016-12-16,13624
2016-12-19,11026
2016-12-20,82857
2016-12-21,44802
2016-12-22,22734
2016-12-23,52171
2016-12-27,19009
2016-12-28,4568
2016-12-29,2336
2016-12-30,2183
2017-01-03,148
2017-01-04,3803
2017-01-05,492286
2017-01-06,333131
2017-01-09,35860
2017-01-10,4179
2017-01-11,13319
2017-01-12,62709
2017-01-13,74753
2017-01-17,15792
2017-01-18,42695
2017-01-19,50246
2017-01-20,942
2017-01-23,41717
2017-01-24,50424
2017-01-25,96659
2017-01-26,24853
2017-01-27,21555
2017-01-30,15423
2017-02-01,492
2017-02-02,1569
2017-02-03,589
2017-02-06,7739
2017-02-07,14254
2017-02-08,11871
2017-02-09,2396
2017-02-10,51066
2017-02-13,43270
2017-02-14,52595
2017-02-15,83973
2017-02-16,32281
2017-02-17,2103
2017-02-21,22979
2017-02-22,10980
2017-02-23,32641
2017-02-24,49674
2017-02-27,150
2017-02-28,64635
2017-03-01,92267
2017-03-02,1570
2017-03-06,10
2017-03-07,339
2017-03-08,23875
2017-03-09,88891
2017-03-10,1463
2017-03-13,2599
2017-03-14,1074
2017-03-15,10561
2017-03-16,4004
2017-03-17,23463
2017-03-20,4399
2017-03-21,25145
2017-03-22,507
2017-03-23,916
2017-03-24,4206
2017-03-28,14825
2017-03-29,3234
2017-03-30,100615
2017-03-31,6659
2017-04-03,2012
2017-04-04,20410
2017-04-05,2343
2017-04-06,30547
2017-04-07,20867
2017-04-10,15664
2017-04-11,400
2017-04-12,21753
2017-04-13,12291
2017-04-17,679
2017-04-18,1876
2017-04-19,7143
2017-04-20,480
2017-04-21,278
2017-04-24,2409
2017-04-25,871
2017-04-26,7999
2017-04-27,7520
2017-04-28,4568
2017-05-01,63914
2017-05-03,85791
2017-05-04,9627
2017-05-05,110
2017-05-08,267092
2017-05-09,190
2017-05-10,64120
2017-05-11,9747
2017-05-12,12857
2017-05-15,2308
2017-05-16,63809
2017-05-17,872
2017-05-18,2007
2017-05-19,824
2017-05-22,185
2017-05-23,5568
2017-05-24,1100
2017-05-25,1813
2017-05-26,98524
2017-05-30,42834
2017-05-31,6471
2017-06-01,8339
2017-06-02,7532
2017-06-05,16422
2017-06-06,6350
2017-06-07,4205
2017-06-08,37335
2017-06-09,4
2017-06-12,770
2017-06-13,50
2017-06-14,3461
2017-06-15,2790
2017-06-20,7500
2017-06-21,70658
2017-06-22,3612
2017-06-23,6377
2017-06-26,353
2017-06-27,8133
2017-06-28,3475
2017-06-29,81750
2017-06-30,10459
2017-07-03,7285
2017-07-05,7134
2017-07-06,75
2017-07-10,3572
2017-07-11,74
2017-07-12,19261
2017-07-13,3576
2017-07-14,12857
2017-07-17,80467
2017-07-18,22777
2017-07-20,25623
2017-07-21,72723
2017-07-24,3169
2017-07-25,58
2017-07-26,11665
2017-07-27,4254
2017-07-28,200
2017-07-31,51907
2017-08-01,35074
2017-08-02,7903
2017-08-03,156
2017-08-04,1319
2017-08-07,461
2017-08-08,295
2017-08-09,1478
2017-08-10,657
2017-08-11,707
2017-08-14,6566
2017-08-15,770
2017-08-16,1815
2017-08-17,1492
2017-08-18,1185
2017-08-21,13018
2017-08-22,116
2017-08-23,19265
2017-08-24,10277
2017-08-25,862
2017-08-28,3456
2017-08-29,247
2017-08-30,4348
2017-08-31,41
2017-09-01,6259
2017-09-05,97
2017-09-06,1188
2017-09-08,1800
2017-09-11,3110
2017-09-13,35189
2017-09-14,15536
2017-09-15,5237
2017-09-18,4323
2017-09-19,41937
2017-09-20,3056
2017-09-21,1618
2017-09-22,75
2017-09-25,32698
2017-09-26,31289
2017-09-27,33188
2017-09-29,2277
2017-10-02,5144
2017-10-03,40378
2017-10-05,26
2017-10-06,12294
2017-10-10,8346
2017-10-11,1322
2017-10-12,1
2017-10-13,1476
2017-10-16,5392
2017-10-17,911
2017-10-18,1717
2017-10-20,39905
2017-10-23,16166
2017-10-25,6351
2017-10-26,25778
2017-10-27,32510
2017-10-30,11838
2017-10-31,20885
2017-11-01,4861
2017-11-02,1845
2017-11-03,7465
2017-11-06,1383
2017-11-07,104442
2017-11-08,11876
2017-11-09,3798
2017-11-10,67232
2017-11-13,5576
2017-11-14,691
2017-11-15,1185
2017-11-16,17177
2017-11-17,5333
2017-11-20,2480
2017-11-21,52912
2017-11-22,54962
2017-11-24,95935
2017-11-27,23091
2017-11-28,29988
2017-11-29,13069
2017-11-30,21778
2017-12-01,170122
2017-12-04,15052
2017-12-05,6258
2017-12-06,40412
2017-12-07,3277
2017-12-08,30266
2017-12-11,5489
2017-12-12,10245
2017-12-13,3252
2017-12-14,21619
2017-12-15,19194
2017-12-18,15355
2017-12-19,49290
2017-12-20,43800
2017-12-21,3771
2017-12-22,2334
2017-12-26,745
2017-12-27,4390
2017-12-28,45724
2018-01-02,3550
2018-01-03,26044
2018-01-04,29063
2018-01-05,4489
2018-01-08,152891
2018-01-09,158496
2018-01-10,34459
2018-01-11,40724
2018-01-12,1354
2018-01-16,1059
2018-01-17,1895
2018-01-18,24601
2018-01-19,2379
2018-01-22,12092
2018-01-23,168171
2018-01-24,44307
2018-01-25,1499
2018-01-26,28384
2018-01-29,218027
2018-01-30,2643
2018-01-31,32964
2018-02-01,94224
2018-02-02,30523
2018-02-05,20525
2018-02-06,18636
2018-02-07,19672
2018-02-08,6833
2018-02-09,4817
2018-02-12,24115
2018-02-13,1238
2018-02-15,9147
2018-02-16,1518
2018-02-20,379
2018-02-21,1806
2018-02-22,11567
2018-02-23,27415
2018-02-26,27757
2018-02-27,31249
2018-02-28,24069
2018-03-01,32750
2018-03-02,596
2018-03-05,1362
2018-03-07,333
2018-03-09,1048
2018-03-12,7049
2018-03-13,29284
2018-03-14,69712
2018-03-15,7429
2018-03-16,144400
2018-03-19,60985
2018-03-20,8936
2018-03-21,97883
2018-03-22,48417
2018-03-23,24716
2018-03-26,37855
2018-03-27,1908
2018-03-28,3682
2018-03-29,44221
2018-04-02,105753
2018-04-03,49030
2018-04-04,54021
2018-04-05,91969
2018-04-06,274226
2018-04-09,641782
2018-04-10,223020
2018-04-11,56024
2018-04-12,27202
2018-04-13,32999
2018-04-16,243617
2018-04-17,167660
2018-04-18,14318
2018-04-19,8209
2018-04-20,29567
2018-04-23,109900
2018-04-24,81859
2018-04-25,12050
2018-04-26,392255
2018-04-27,26090
2018-04-30,39464
2018-05-01,185130
2018-05-02,109872
2018-05-03,130653
2018-05-04,38101
2018-05-07,393448
2018-05-08,217760
2018-05-09,19802
2018-05-10,8842
2018-05-11,10117
2018-05-14,17536
2018-05-15,41132
2018-05-16,16480
2018-05-17,25131
2018-05-18,11577
2018-05-21,45860
2018-05-22,138727
2018-05-23,30386
2018-05-24,164187
2018-05-25,70626
2018-05-29,218606
2018-05-30,15839
2018-05-31,11841
2018-06-01,22543
2018-06-04,99214
2018-06-05,110658
2018-06-06,20964
2018-06-07,591
2018-06-08,2540
2018-06-11,17225
2018-06-12,4539
2018-06-13,53082
2018-06-14,9427
2018-06-15,5381
2018-06-18,1721
2018-06-19,107308
2018-06-20,2075
2018-06-21,1949
2018-06-22,3970
2018-06-25,38394
2018-06-26,7522
2018-06-27,4281
2018-06-28,12242
2018-06-29,13715
2018-07-02,66081
2018-07-03,549
2018-07-05,85614
2018-07-06,21569
2018-07-09,154355
2018-07-10,5007
2018-07-11,73624
2018-07-12,430
2018-07-13,712
2018-07-16,3892
2018-07-17,3234
2018-07-18,889
2018-07-19,31485
2018-07-20,1082
2018-07-23,35
2018-07-24,16080
2018-07-25,84692
2018-07-26,61421
2018-07-27,12448
2018-07-30,10396
2018-07-31,7112
2018-08-01,39445
2018-08-02,10110
2018-08-03,62622
2018-08-06,4606
2018-08-07,207172
2018-08-08,27910
2018-08-09,1776
2018-08-10,78979
2018-08-13,87
2018-08-14,18492
2018-08-15,17894
2018-08-16,21538
2018-08-17,29182
2018-08-20,57451
2018-08-21,132267
2018-08-22,50254
2018-08-23,2986
2018-08-24,1706
2018-08-27,7840
2018-08-28,4791
2018-08-29,2192
2018-08-30,289
2018-08-31,1122
2018-09-05,3952
2018-09-06,200
2018-09-07,74
2018-09-10,60430
2018-09-11,3915
2018-09-12,2835
2018-09-13,4021
2018-09-14,114853
2018-09-17,7438
2018-09-18,55470
2018-09-19,3550
2018-09-20,73715
2018-09-21,51109
2018-09-24,53210
2018-09-25,154727
2018-09-26,4961
2018-09-27,10364
2018-09-28,266401
2018-10-01,2703
2018-10-02,2970
2018-10-03,5623
2018-10-04,3879
2018-10-05,277
2018-10-09,3300
2018-10-10,100553
2018-10-11,810
2018-10-12,1401
2018-10-15,66549
2018-10-16,15736
2018-10-17,260
2018-10-18,11956
2018-10-19,1697
2018-10-22,378
2018-10-23,96550
2018-10-25,6609
2018-10-26,4909
2018-10-29,14025
2019-01-23,209870
2019-01-24,3820
2019-01-25,2246
2019-01-28,2661
2019-01-29,56864
2019-01-30,39584
2019-01-31,63318
2019-02-01,2729
2019-02-04,378
2019-02-05,3700
2019-02-06,479
2019-02-07,199
2019-02-08,367
2019-02-11,1817
2019-02-12,6017
2019-02-13,642
2019-02-14,91756
2019-02-19,12163
2019-02-20,6382
2019-02-22,114845
2019-02-25,2
2019-02-26,2364
2019-02-27,2010
2019-02-28,2241
2019-03-01,14549
2019-03-04,16166
2019-03-05,46098
2019-03-07,23759
2019-03-08,201889
2019-03-11,10288
2019-03-12,59854
2019-03-13,32189
2019-03-14,3927
2019-03-15,2653
2019-03-18,4120
2019-03-19,426622
2019-03-20,253
2019-03-21,11109
2019-03-22,114498
2019-03-25,56278
2019-03-26,72107
2019-03-27,12205
2019-03-28,1097
2019-03-29,2500
2019-04-01,69034
2019-04-02,22388
2019-04-03,3276
2019-04-04,356
2019-04-05,51661
2019-04-08,31899
2019-04-09,95778
2019-04-10,772
2019-04-11,22231
2019-04-12,29251
2019-04-15,9593
2019-04-16,425
2019-04-17,72236
2019-04-18,4410
2019-04-22,325
2019-04-23,2153
2019-04-24,54230
2019-04-29,104505
2019-04-30,183192
2019-05-01,211964
2019-05-03,5456
2019-05-06,118221
2019-05-07,44099
2019-05-08,1076
2019-05-09,3796
2019-05-10,63074
2019-05-13,32437
2019-05-14,214640
2019-05-15,76170
2019-05-16,76676
2019-05-17,3106
2019-05-20,16618
2019-05-21,434334
2019-05-22,10321
2019-05-23,22
2019-05-24,21212
2019-05-28,546337
2019-05-29,145
2019-05-30,63707
2019-05-31,63744
2019-06-03,22549
2019-06-04,560614
2019-06-05,42791
2019-06-06,6944
2019-06-07,74184
2019-06-10,260710
2019-06-11,135143
2019-06-12,23512
2019-06-13,3495
2019-06-14,68
2019-06-17,15303
2019-06-18,6096
2019-06-19,41156
2019-06-20,188713
2019-06-21,21166
2019-06-24,84048
2019-06-25,271817
2019-06-26,156070
2019-06-27,1847
2019-06-28,2290
2019-07-01,56971
2019-07-02,122813
2019-07-03,2498
2019-07-05,136169
2019-07-08,2972
2019-07-09,7791
2019-07-10,17570
2019-07-11,56755
2019-07-12,9713
2019-07-15,4727
2019-07-16,103434
2019-07-17,338054
2019-07-18,11017
2019-07-19,3919
2019-07-22,19047
2019-07-23,184458
2019-07-24,36
2019-07-25,123830
2019-07-26,95276
2019-07-29,199217
2019-07-31,7494
2019-08-01,24080
2019-08-02,92828
2019-08-05,61888
2019-08-06,10707
2019-08-07,16614
2019-08-08,24152
2019-08-09,191448
2019-08-12,16862
2019-08-13,27252
2019-08-14,5981
2019-08-15,43041
2019-08-16,54297
2019-08-19,25687
2019-08-20,93490
2019-08-21,21323
2019-08-22,7655
2019-08-23,85210
2019-08-26,720
2019-08-27,250337
2019-08-28,6167
2019-08-29,12843
2019-08-30,1196
2019-09-03,8699
2019-09-04,40865
2019-09-05,6814
2019-09-06,45258
2019-09-09,80761
2019-09-10,27188
2019-09-11,35940
2019-09-12,2652
2019-09-13,54905
2019-09-16,531
2019-09-17,324093
2019-09-18,8087
2019-09-19,850
2019-09-20,4584
2019-09-23,2671
2019-09-24,104633
2019-09-25,39511
2019-09-26,95601
2019-09-27,99581
2019-09-30,5489
2019-10-01,27345
2019-10-02,30370
2019-10-03,239
2019-10-04,35
2019-10-07,98884
2019-10-08,28930
2019-10-09,3027
2019-10-10,216
2019-10-11,5118
2019-10-15,10384
2019-10-16,33613
2019-10-17,4173
2019-10-18,764
2019-10-21,3736
2019-10-22,5225
2019-10-23,1508
2019-10-24,8862
2019-10-25,63101
2019-10-28,78813
2019-10-29,123126
2019-10-30,41592
2019-10-31,4423
2019-11-01,2923
2019-11-04,197
2019-11-05,4151
2019-11-06,1108
2019-11-07,136859
2019-11-08,6811
2019-11-12,12738
2019-11-13,10298
2019-11-14,109998
2019-11-18,1601
2019-11-19,92669
2019-11-20,4320
2019-11-21,2149
2019-11-22,449
2019-11-25,11225
2019-11-26,42442
2019-11-27,29496
2019-11-29,21109
2019-12-02,17882
2019-12-03,500
2019-12-04,29142
2019-12-05,465
2019-12-06,187
2019-12-10,3652
2019-12-11,1753
2019-12-12,5607
2019-12-13,583
2019-12-16,8063
2019-12-17,6578
2019-12-18,189
2019-12-19,106
2019-12-20,15000
2019-12-23,10183
2019-12-24,22013
2019-12-26,8563
2019-12-30,42
2019-12-31,12999
2020-01-02,26769
2020-01-03,1152
2020-01-06,25009
2020-01-07,16916
2020-01-08,4272
2020-01-10,96326
2020-01-13,78949
2020-01-14,3200
2020-01-15,766
2020-01-16,38416
2020-01-17,3319
2020-01-21,51700
2020-01-22,190231
2020-01-23,58960
2020-01-24,1473
2020-01-27,738
2020-01-28,144953
2020-01-29,2676
2020-01-30,599
2020-01-31,480
2020-02-03,24666
2020-02-04,22172
2020-02-05,9493
2020-02-06,1824
2020-02-07,1
2020-02-10,7858
2020-02-11,15720
2020-02-12,182913
2020-02-13,30670
2020-02-14,8646
2020-02-18,16762
2020-02-19,14020
2020-02-20,8678
2020-02-21,67488
2020-02-24,2071
2020-02-25,5337
2020-02-26,104
2020-02-27,2858
2020-02-28,318
2020-03-03,10462
2020-03-04,1230
2020-03-05,9100
2020-03-06,24929
2020-03-11,3078
2020-03-16,1789
2020-03-17,363
2020-03-18,2062
2020-03-19,5057
2020-03-20,41092
2020-03-23,62585
2020-03-24,158370
2020-03-25,114474
2020-03-26,21284
2020-03-27,17
2020-03-30,3948
2020-03-31,930
2020-04-01,6057
2020-04-02,2821
2020-04-03,6537
2020-04-06,431
2020-04-07,2852
2020-04-08,3689
2020-04-09,227
2020-04-13,5953
2020-04-14,2714
2020-04-15,1331
2020-04-16,11537
2020-04-17,417
2020-04-20,5242
2020-04-21,131455
2020-04-22,2501
2020-04-24,3931
2020-04-28,5177
2020-04-29,1809
2020-04-30,9192
2020-05-04,56
2020-05-05,124
2020-05-06,48058
2020-05-08,16352
2020-05-11,5466
2020-05-12,10577
2020-05-13,1446
2020-05-14,920
2020-05-18,1131
2020-05-19,1268
2020-05-26,6356
2020-05-27,89
2020-05-28,10245
2020-05-29,14512
2020-06-01,2945
2020-06-02,10571
2020-06-03,4605
2020-06-04,30618
2020-06-05,305
2020-06-09,2200
2020-06-11,4084
2020-06-12,100
2020-06-15,23203
2020-06-17,28448
2020-06-18,22484
2020-06-22,3366
2020-06-23,57
2020-06-24,760
2020-06-25,258
2020-06-26,6194
2020-06-29,3000
2020-06-30,11029
2020-07-02,135
2020-07-06,7
2020-07-07,1964
2020-07-08,54
2020-07-09,3751
2020-07-10,7637
2020-07-14,3674
2020-07-15,11614
2020-07-17,4880
2020-07-21,7235
2020-07-22,10709
2020-07-23,13396
2020-07-24,8046
2020-07-27,6109
2020-07-28,420
2020-07-29,496
2020-07-30,32
2020-07-31,4379
2020-08-03,2543
2020-08-05,1968
2020-08-06,3150
2020-08-07,1724
2020-08-10,1211
2020-08-11,6061
2020-08-12,129
2020-08-13,3615
2020-08-17,713
2020-08-18,1344
2020-08-19,73253
2020-08-20,4289
2020-08-21,3630
2020-08-24,1356
2020-08-25,2931
2020-08-26,5152
2020-08-27,691
2020-08-28,7980
2020-08-31,30319
2020-09-01,18837
2020-09-02,1240984
2020-09-03,639
2020-09-04,169
2020-09-08,2691
2020-09-09,12515
2020-09-10,19968
2020-09-11,47368
2020-09-14,263338
2020-09-15,73578
2020-09-16,21503
2020-09-18,491
2020-09-21,113311
2020-09-22,5595
2020-09-24,10197
2020-09-25,3112
2020-09-28,13477
2020-09-29,119336
2020-09-30,373
2020-10-01,2207
2020-10-02,13296
2020-10-05,6702
2020-10-07,2753
2020-10-08,2318
2020-10-09,4407
2020-10-13,147212
2020-10-14,7711
2020-10-15,10615
2020-10-16,3579
2020-10-20,107235
2020-10-21,5403
2020-10-27,87745
2020-10-29,246015
2020-10-30,5662
2020-11-02,243436
2020-11-03,6169
2020-11-04,529833
2020-11-05,24832
2020-11-09,16773
2020-11-10,12671
2020-11-12,135159
2020-11-16,2
2020-11-18,87048
2020-11-19,13385
2020-11-20,33151
2020-11-23,11197
2020-11-24,14021
2020-11-25,1682
2020-11-27,97
2020-11-30,1800
2020-12-02,2806
2020-12-03,461
2020-12-04,351131
2020-12-07,271
2020-12-08,5900
2020-12-09,751
2020-12-11,6223
2020-12-15,100
2020-12-16,5505
2020-12-17,1382452
2020-12-18,8057
2020-12-21,7741
2020-12-22,395748
2020-12-23,20628
2020-12-24,4479
2020-12-28,93808
2020-12-29,6854
2020-12-30,2279
2020-12-31,44113
2021-01-04,7111
2021-01-05,77616
2021-01-06,12282
2021-01-07,1951
2021-01-08,2682
2021-01-11,102030
2021-01-12,22211
2021-01-13,25242
2021-01-14,25886
2021-01-15,12418
2021-01-19,10285
2021-01-20,6834
2021-01-21,2969
2021-01-22,40
2021-01-25,24002
2021-01-26,20680
2021-01-27,6156
2021-01-28,5685
2021-01-29,12260
2021-02-01,12551
2021-02-02,174912
2021-02-03,1634
2021-02-04,22081
2021-02-05,1138
2021-02-08,502
2021-02-09,9220
2021-02-10,4876
2021-02-11,12680
2021-02-12,98103
2021-02-17,199231
2021-02-18,1802
2021-02-19,3289
2021-02-22,3151
2021-02-23,1911
2021-02-24,4665
2021-02-25,8528
2021-02-26,3086
2021-03-01,23672
2021-03-02,88253
2021-03-03,2003
2021-03-04,35293
2021-03-05,17040
2021-03-08,14750
2021-03-09,118683
2021-03-10,17252
2021-03-11,2755
2021-03-12,207186
2021-03-15,34981
2021-03-16,114425
2021-03-17,2236
2021-03-18,9366
2021-03-19,4317
2021-03-22,12916
2021-03-23,34360
2021-03-26,2835
2021-03-29,4582
2021-03-30,24033
2021-03-31,6823
2021-04-01,16918
2021-04-05,13205
2021-04-06,4074
2021-04-07,1105
2021-04-09,13574
2021-04-13,2
2021-04-14,32
2021-04-16,90567
2021-04-19,3721
2021-04-20,3100
2021-04-21,1786
2021-04-22,26611
2021-04-23,8896
2021-04-26,1182
2021-04-27,13159
2021-04-28,4375
2021-04-30,22784
2021-05-03,5972
2021-05-04,82017
2021-05-05,1051
2021-05-07,1007
2021-05-10,6693
2021-05-11,1042
2021-05-12,113711
2021-05-13,170465
2021-05-14,35837
2021-05-17,23163
2021-05-21,15356
2021-05-25,58359
2021-05-26,5510
2021-05-27,2254
2021-05-28,1084
2021-06-01,6871
2021-06-02,37554
2021-06-03,18970
2021-06-04,18441
2021-06-07,45586
2021-06-08,6404
2021-06-09,6542
2021-06-10,12467
2021-06-11,371
2021-06-14,1823
2021-06-15,740198
2021-06-16,772421
2021-06-17,766542
2021-06-18,1006
2021-06-21,100016
2021-06-22,20100
2021-06-24,80
2021-06-29,13299
2021-06-30,9080
2021-07-01,6107
2021-07-02,5
2021-07-06,14607
2021-07-07,6114
2021-07-08,54919
2021-07-12,108
2021-07-13,1636
2021-07-14,31
2021-07-15,848
2021-07-19,100
2021-07-23,1695
2021-07-28,930
2021-07-30,2661
2021-08-02,5000
2021-08-03,110163
2021-08-04,42176
2021-08-06,1406
2021-08-10,89
2021-08-11,1206
2021-08-12,54882
2021-08-16,55
2021-08-17,1615
2021-08-20,3141
2021-08-24,13391
2021-08-25,3833
2021-08-26,5361
2021-08-27,1949
2021-08-30,110
2021-08-31,8188
2021-09-02,20329
2021-09-03,18742
2021-09-08,4642
2021-09-10,1418
2021-09-13,196
2021-09-14,20492
2021-09-16,26734
2021-09-17,16653
2021-09-20,590887
2021-09-21,15170
2021-09-22,113363
2021-09-23,4357
2021-09-24,9594
2021-09-27,3812
2021-09-28,601778
2021-09-29,1964
2021-09-30,168
2021-10-01,835
2021-10-04,3691
2021-10-05,1200
2021-10-06,179671
2021-10-12,52034
2021-10-14,2727
2021-10-15,3659
2021-10-18,16668
2021-10-19,12213
2021-10-20,1157
2021-10-21,1247
2021-10-22,1221
2021-10-25,31490
2021-10-26,28694
2021-10-27,27711
2021-10-28,6086
2021-10-29,24622
2021-11-01,5839
2021-11-02,24030
2021-11-03,673
2021-11-04,108571
2021-11-05,17476
2021-11-08,74181
2021-11-09,35857
2021-11-10,750
2021-11-12,2900
2021-11-15,14249
2021-11-16,9500
2021-11-17,587107
2021-11-18,602314
2021-11-19,1334
2021-11-22,5007
2021-11-23,21400
2021-11-24,29024
2021-11-26,600643
2021-11-29,18713
2021-11-30,811
2021-12-01,3075
2021-12-02,3109
2021-12-03,4877
2021-12-07,27436
2021-12-08,80809
2021-12-09,1315
2021-12-10,13234
2021-12-13,606497
2021-12-14,494
2021-12-15,586129
2021-12-16,340104
2021-12-20,586901
2021-12-21,10432
2021-12-22,26968
2021-12-23,587541
2021-12-27,663138
2021-12-28,36637
2021-12-29,131052
2021-12-30,626613
2022-01-03,10068
2022-01-04,118691
2022-01-05,76679
2022-01-06,46685
2022-01-07,13386
2022-01-10,26768
2022-01-11,238
2022-01-12,86451
2022-01-13,103351
2022-01-14,4163
2022-01-18,7900
2022-01-19,49637
2022-01-20,13625
2022-01-21,57755
2022-01-24,611
2022-01-25,139554
2022-01-26,81821
2022-01-27,73053
2022-01-28,4231
2022-01-31,48826
2022-02-01,1271
2022-02-02,56679
2022-02-03,7656
2022-02-04,290556
2022-02-07,8223
2022-02-08,38667
2022-02-09,1235
2022-02-10,900
2022-02-11,5426
2022-02-14,143
2022-02-15,70763
2022-02-16,3538
2022-02-17,248930
2022-02-18,258366
2022-02-22,95361
2022-02-23,50688
2022-02-24,95992
2022-02-25,164289
2022-02-28,78685
2022-03-01,130561
2022-03-02,34742
2022-03-03,8339
2022-03-04,1451
2022-03-07,3729
2022-03-08,156828
2022-03-09,33896
2022-03-10,38161
2022-03-11,25823
2022-03-14,488
2022-03-15,229738
2022-03-16,816
2022-03-17,15222
2022-03-18,45
2022-03-21,1410
2022-03-22,79604
2022-03-23,40391
2022-03-24,26203
2022-03-25,43098
2022-03-28,2876
2022-03-29,29823
2022-03-30,9093
2022-03-31,13544
2022-04-01,8301
2022-04-04,14675
2022-04-05,7846
2022-04-06,10677
2022-04-08,24239
2022-04-11,14890
2022-04-12,6480
2022-04-14,15717
2022-04-18,4598
2022-04-19,204398
2022-04-20,5406
2022-04-21,7118
2022-04-22,43992
2022-04-25,1244
2022-04-26,66835
2022-04-27,81
2022-04-28,280106
2022-05-02,36228
2022-05-03,63834
2022-05-04,81063
2022-05-05,451
2022-05-06,206566
2022-05-09,8558
2022-05-10,48599
2022-05-11,24983
2022-05-12,5501
2022-05-13,46336
2022-06-01,160686
2022-06-02,36072
2022-06-03,24983
2022-06-06,8749
2022-06-07,823
2022-06-08,2155
2022-06-09,6337
2022-06-10,7108
2022-06-13,2791
2022-06-14,91618
2023-03-01,13490
2023-03-03,97468
2023-03-06,635319
2023-03-07,27081
2023-03-08,794
2023-03-09,14
2023-03-10,764
2023-03-13,19768
2023-03-14,80500
2023-03-15,19095
2023-03-16,138296
2023-03-17,125
2023-03-20,28430
2023-03-21,135798
2023-03-22,1321
2023-03-23,5563
2023-03-24,38766
2023-03-28,200
2023-03-29,6157
2023-03-30,24381
2023-03-31,4824
2023-08-15,11
2023-08-16,14040
2023-08-17,54740
2023-08-18,13001
2023-08-22,14350
2023-08-23,55112
2023-08-24,150638
2023-08-25,294170
2023-08-29,45555
2023-08-30,148896
2023-08-31,25521
2025-08-15,86699
2025-08-18,27
2025-08-19,10460
2025-08-25,14965
2025-08-26,174
2025-08-27,313
2025-08-28,111
2025-08-29,10
