date,symbol,quantity,price,cusip
2004-05-12,GME,13907,0.0,36466R101
2004-06-14,GME,59200,0.0,36466R101
2004-06-15,GME,26865,0.0,36466R101
2004-07-19,GME,26045,0.0,36466R101
2004-07-28,GME,47590,0.0,36466R101
2004-08-11,GME,24148,0.0,36466R101
2004-09-14,GME,13339,0.0,36466R101
2004-09-23,GME,25820,0.0,36466R101
2004-10-12,GME,16373,0.0,36466R101
2004-10-14,GME,10856,0.0,36466R101
2004-11-02,GME,11970,0.0,36466R101
2004-11-05,GME,69789,0.0,36466R101
2004-11-08,GME,91511,0.0,36466R101
2004-11-09,GME,71011,0.0,36466R101
2004-11-10,GME,70314,0.0,36466R101
2004-11-12,GME,28211,0.0,36466R101
2004-11-15,GME,19195,0.0,36466R101
2004-11-18,GME,23960,0.0,36466R101
2004-11-29,GME,171061,0.0,36466R101
2004-11-30,GME,93199,0.0,36466R101
2004-12-03,GME,16176,0.0,36466R101
2004-12-06,GME,37869,0.0,36466R101
2004-12-07,GME,40177,0.0,36466R101
2004-12-15,GME,19082,0.0,36466R101
2004-12-21,GME,15497,0.0,36466R101
2004-12-31,GME,41471,0.0,36466R101
2005-01-05,GME,10500,0.0,36466R101
2005-01-06,GME,10700,0.0,36466R101
2005-01-12,GME,24201,0.0,36466R101
2005-01-13,GME,12801,0.0,36466R101
2005-01-14,GME,30352,0.0,36466R101
2005-01-19,GME,30887,0.0,36466R101
2005-01-21,GME,85689,0.0,36466R101
2005-01-24,GME,143213,0.0,36466R101
2005-02-16,GME,24474,0.0,36466R101
2005-02-22,GME,28397,0.0,36466R101
2005-03-01,GME,21593,0.0,36466R101
2005-03-02,GME,18496,0.0,36466R101
2005-03-16,GME,38027,0.0,36466R101
2005-03-17,GME,113580,0.0,36466R101
2005-03-18,GME,189087,0.0,36466R101
2005-03-21,GME,148564,0.0,36466R101
2005-03-30,GME,11756,0.0,36466R101
2005-04-06,GME,16048,0.0,36466R101
2005-04-12,GME,17833,0.0,36466R101
2005-04-13,GME,11133,0.0,36466R101
2005-04-15,GME,68040,0.0,36466R101
2005-04-19,GME,18184,0.0,36466R101
2005-04-20,GME,30562,0.0,36466R101
2005-04-21,GME,410455,0.0,36466R101
2005-04-22,GME,248224,0.0,36466R101
2005-04-25,GME,126322,0.0,36466R101
2005-04-26,GME,79427,0.0,36466R101
2005-04-27,GME,133846,0.0,36466R101
2005-04-28,GME,118962,0.0,36466R101
2005-04-29,GME,137834,0.0,36466R101
2005-05-02,GME,135685,0.0,36466R101
2005-05-03,GME,333008,0.0,36466R101
2005-05-04,GME,229245,0.0,36466R101
2005-05-05,GME,234996,0.0,36466R101
2005-05-06,GME,120305,0.0,36466R101
2005-05-09,GME,220528,0.0,36466R101
2005-05-10,GME,130911,0.0,36466R101
2005-05-11,GME,122868,0.0,36466R101
2005-05-12,GME,130434,0.0,36466R101
2005-05-13,GME,131654,0.0,36466R101
2005-05-16,GME,124203,0.0,36466R101
2005-05-17,GME,270490,0.0,36466R101
2005-05-18,GME,214742,0.0,36466R101
2005-05-19,GME,162149,0.0,36466R101
2005-05-20,GME,230080,0.0,36466R101
2005-05-23,GME,173817,0.0,36466R101
2005-05-24,GME,245760,0.0,36466R101
2005-05-25,GME,186266,0.0,36466R101
2005-05-26,GME,200281,0.0,36466R101
2005-05-27,GME,361770,0.0,36466R101
2005-05-31,GME,143058,0.0,36466R101
2005-06-01,GME,84885,0.0,36466R101
2005-06-02,GME,111402,0.0,36466R101
2005-06-03,GME,121223,0.0,36466R101
2005-06-06,GME,71375,0.0,36466R101
2005-06-07,GME,58194,0.0,36466R101
2005-06-08,GME,71734,0.0,36466R101
2005-06-09,GME,221989,0.0,36466R101
2005-06-10,GME,285854,0.0,36466R101
2005-06-13,GME,440750,0.0,36466R101
2005-06-14,GME,333089,0.0,36466R101
2005-06-15,GME,363465,0.0,36466R101
2005-06-16,GME,265987,0.0,36466R101
2005-06-17,GME,165426,0.0,36466R101
2005-06-20,GME,193129,0.0,36466R101
2005-06-21,GME,147998,0.0,36466R101
2005-06-22,GME,134646,0.0,36466R101
2005-06-23,GME,104326,0.0,36466R101
2005-06-24,GME,126967,0.0,36466R101
2005-06-27,GME,188512,0.0,36466R101
2005-06-28,GME,139953,0.0,36466R101
2005-06-29,GME,161344,0.0,36466R101
2005-06-30,GME,113932,0.0,36466R101
2005-07-01,GME,129826,0.0,36466R101
2005-07-05,GME,232482,0.0,36466R101
2005-07-06,GME,267307,0.0,36466R101
2005-07-07,GME,194543,0.0,36466R101
2005-07-08,GME,303301,0.0,36466R101
2005-07-11,GME,255223,0.0,36466R101
2005-07-12,GME,170052,0.0,36466R101
2005-07-13,GME,150940,0.0,36466R101
2005-07-14,GME,147160,0.0,36466R101
2005-07-15,GME,225906,0.0,36466R101
2005-07-18,GME,156641,0.0,36466R101
2005-07-19,GME,172161,0.0,36466R101
2005-07-20,GME,129043,0.0,36466R101
2005-07-21,GME,127748,0.0,36466R101
2005-07-22,GME,111834,0.0,36466R101
2005-07-25,GME,108867,0.0,36466R101
2005-07-26,GME,108109,0.0,36466R101
2005-07-27,GME,102602,0.0,36466R101
2005-07-28,GME,109493,0.0,36466R101
2005-07-29,GME,110014,0.0,36466R101
2005-08-01,GME,109751,0.0,36466R101
2005-08-02,GME,56161,0.0,36466R101
2005-08-03,GME,41009,0.0,36466R101
2005-08-04,GME,32844,0.0,36466R101
2005-08-05,GME,56046,0.0,36466R101
2005-08-08,GME,27192,0.0,36466R101
2005-08-09,GME,29811,0.0,36466R101
2005-08-10,GME,42517,0.0,36466R101
2005-08-11,GME,43657,0.0,36466R101
2005-08-12,GME,79131,0.0,36466R101
2005-08-15,GME,38617,0.0,36466R101
2005-08-16,GME,66551,0.0,36466R101
2005-08-17,GME,89371,0.0,36466R101
2005-08-18,GME,109596,0.0,36466R101
2005-08-19,GME,30713,0.0,36466R101
2005-08-22,GME,16561,0.0,36466R101
2005-08-23,GME,54426,0.0,36466R101
2005-08-24,GME,81371,0.0,36466R101
2005-08-25,GME,246983,0.0,36466R101
2005-08-26,GME,386394,0.0,36466R101
2005-08-29,GME,239149,0.0,36466R101
2005-08-30,GME,96217,0.0,36466R101
2005-08-31,GME,31658,0.0,36466R101
2005-09-01,GME,13603,0.0,36466R101
2005-09-02,GME,76141,0.0,36466R101
2005-09-06,GME,130556,0.0,36466R101
2005-09-07,GME,131558,0.0,36466R101
2005-09-08,GME,52192,0.0,36466R101
2005-09-09,GME,365382,0.0,36466R101
2005-09-12,GME,193112,0.0,36466R101
2005-09-13,GME,298076,0.0,36466R101
2005-09-14,GME,88512,0.0,36466R101
2005-09-15,GME,93599,0.0,36466R101
2005-09-16,GME,75163,0.0,36466R101
2005-09-19,GME,74266,0.0,36466R101
2005-09-20,GME,21149,0.0,36466R101
2005-09-21,GME,63009,0.0,36466R101
2005-09-22,GME,293080,0.0,36466R101
2005-09-23,GME,341430,0.0,36466R101
2005-09-26,GME,440684,0.0,36466R101
2005-09-27,GME,559030,0.0,36466R101
2005-09-28,GME,669784,0.0,36466R101
2005-09-29,GME,697511,0.0,36466R101
2005-09-30,GME,550901,0.0,36466R101
2005-10-03,GME,597353,0.0,36466R101
2005-10-04,GME,614450,0.0,36466R101
2005-10-05,GME,588425,0.0,36466R101
2005-10-06,GME,753933,0.0,36466R101
2005-10-07,GME,651400,0.0,36466R101
2005-10-12,GME,898491,0.0,36467W109
2005-10-13,GME,1256296,0.0,36467W109
2005-10-14,GME,849533,0.0,36467W109
2005-10-17,GME,487616,0.0,36467W109
2005-10-18,GME,417957,0.0,36467W109
2005-10-19,GME,427596,0.0,36467W109
2005-10-20,GME,299385,0.0,36467W109
2005-10-21,GME,252448,0.0,36467W109
2005-10-24,GME,363695,0.0,36467W109
2005-10-25,GME,255961,0.0,36467W109
2005-10-26,GME,19830,0.0,36467W109
2005-10-27,GME,19170,0.0,36467W109
2005-10-28,GME,13848,0.0,36467W109
2005-10-31,GME,13146,0.0,36467W109
2005-11-04,GME,47048,0.0,36467W109
2005-11-07,GME,98336,0.0,36467W109
2005-11-08,GME,84406,0.0,36467W109
2005-11-09,GME,60529,0.0,36467W109
2005-11-10,GME,28771,0.0,36467W109
2005-11-14,GME,13862,0.0,36467W109
