date,quantity,price,ticker,cusip
2024-10-17,39191,10.29,BYON,690370101
2024-10-28,42184,6.37,BYON,690370101
2024-10-29,36146,7.00,BYON,690370101
2024-10-31,12,6.65,BYON,690370101
2024-11-01,92962,6.41,BYON,690370101
2024-11-04,286807,6.35,BYON,690370101
2024-11-05,253295,6.34,BYON,690370101
2024-11-06,61971,6.33,BYON,690370101
2024-11-07,1000,6.34,BYON,690370101
2024-11-12,804474,6.50,BYON,690370101
2024-11-13,118355,6.52,BYON,690370101
2024-11-15,29369,6.18,BYON,690370101
2024-11-19,172,6.08,BYON,690370101
2024-11-20,15735,6.16,BYON,690370101
2024-11-26,12,6.27,BYON,690370101
2024-11-27,252,5.95,BYON,690370101
2024-11-29,13,6.07,BYON,690370101
2024-12-02,2,6.29,BYON,690370101
2024-12-04,2,6.34,BYON,690370101
2024-12-09,189,6.01,BYON,690370101
2024-12-10,2761,6.06,BYON,690370101
2024-12-16,782,5.25,BYON,690370101
2024-12-18,18744,4.98,BYON,690370101
2024-12-19,38118,5.12,BYON,690370101
2024-12-20,132085,5.18,BYON,690370101
2024-12-23,55652,5.09,BYON,690370101
2024-12-24,771,4.86,BYON,690370101
2024-12-26,1083,4.84,BYON,690370101
2024-12-27,3790,4.83,BYON,690370101
2024-12-30,99,4.62,BYON,690370101
2024-12-31,53023,4.86,BYON,690370101
2025-01-13,37,6.16,BYON,690370101
2025-01-17,44,6.15,BYON,690370101
2025-01-21,477,5.88,BYON,690370101
2025-01-23,185295,6.93,BYON,690370101
2025-01-27,159230,7.71,BYON,690370101
2025-01-29,92068,7.59,BYON,690370101
2025-01-31,15975,8.32,BYON,690370101
2025-02-04,533070,7.26,BYON,690370101
2025-02-05,6,9.68,BYON,690370101
2025-02-10,729,8.77,BYON,690370101
2025-02-13,29621,8.48,BYON,690370101
2025-02-14,1248,8.23,BYON,690370101
2025-02-19,5969,8.92,BYON,690370101
2025-02-20,229,8.59,BYON,690370101
2025-02-21,82981,8.59,BYON,690370101
2025-02-24,400,7.64,BYON,690370101
2025-02-26,2255,7.43,BYON,690370101
2025-02-27,354840,6.75,BYON,690370101
2025-02-28,3645,6.38,BYON,690370101
2025-03-03,38097,6.39,BYON,690370101
2025-03-06,2030,5.68,BYON,690370101
2025-03-07,1713,5.54,BYON,690370101
2025-03-10,52713,6.14,BYON,690370101
2025-03-12,58349,5.36,BYON,690370101
2025-03-13,1299,5.32,BYON,690370101
2025-03-14,15193,5.04,BYON,690370101
2025-03-17,174693,5.62,BYON,690370101
2025-03-21,1573,5.02,BYON,690370101
2025-03-24,70285,5.14,BYON,690370101
2025-03-27,22118,5.36,BYON,690370101
2025-03-28,8112,5.59,BYON,690370101
2025-04-01,23317,5.80,BYON,690370101
2025-04-02,31737,5.03,BYON,690370101
2025-04-04,1289,4.12,BYON,690370101
2025-04-07,498,3.94,BYON,690370101
2025-04-08,3581,3.79,BYON,690370101
2025-04-09,28648,3.68,BYON,690370101
2025-04-10,22531,4.45,BYON,690370101
2025-04-11,84582,4.25,BYON,690370101
2025-04-14,245393,3.89,BYON,690370101
2025-04-15,40231,3.83,BYON,690370101
2025-04-16,98838,3.75,BYON,690370101
2025-04-17,9156,3.69,BYON,690370101
2025-04-21,100,4.09,BYON,690370101
2025-04-24,10770,4.10,BYON,690370101
2025-04-25,527,4.21,BYON,690370101
2025-04-29,285580,4.18,BYON,690370101
2025-04-30,8249,4.15,BYON,690370101
2025-05-07,5822,3.75,BYON,690370101
2025-05-09,139,4.39,BYON,690370101
2025-05-12,27952,4.56,BYON,690370101
2025-05-13,24934,5.01,BYON,690370101
2025-05-14,7939,5.16,BYON,690370101
2025-05-15,32791,5.59,BYON,690370101
